"GO","EVIDENCE","ONTOLOGY","ENTREZID","SYMBOL","ENSEMBL"
"GO:0001867","TAS","BP","4153","MBL2","ENSG00000165471"
"GO:0001867","IBA","BP","5648","MASP1","ENSG00000127241"
"GO:0001867","IMP","BP","5648","MASP1","ENSG00000127241"
"GO:0001867","TAS","BP","5648","MASP1","ENSG00000127241"
"GO:0001867","IDA","BP","8547","FCN3","ENSG00000142748"
"GO:0001867","TAS","BP","8547","FCN3","ENSG00000142748"
"GO:0001867","TAS","BP","10584","COLEC10","ENSG00000184374"
"GO:0001867","IDA","BP","10747","MASP2","ENSG00000009724"
"GO:0001867","TAS","BP","10747","MASP2","ENSG00000009724"
"GO:0001867","IBA","BP","51435","SCARA3","ENSG00000168077"
"GO:0001867","IBA","BP","57642","COL20A1","ENSG00000101203"
"GO:0001867","IMP","BP","78989","COLEC11","ENSG00000118004"
"GO:0001867","TAS","BP","78989","COLEC11","ENSG00000118004"
"GO:0001868",NA,NA,NA,NA,NA
"GO:0001869","IDA","BP","2","A2M","ENSG00000175899"
"GO:0001869","IDA","BP","710","SERPING1","ENSG00000149131"
"GO:0001870",NA,NA,NA,NA,NA
"GO:0001905",NA,NA,NA,NA,NA
"GO:0001913","IEA","BP","1075","CTSC","ENSG00000109861"
"GO:0001913","ISS","BP","1512","CTSH","ENSG00000103811"
"GO:0001913","ISS","BP","2013","EMP2","ENSG00000213853"
"GO:0001913","IEA","BP","3004","GZMM","ENSG00000197540"
"GO:0001913","IEA","BP","3251","HPRT1","ENSG00000165704"
"GO:0001913","IBA","BP","4277","MICB","ENSG00000204516"
"GO:0001913","IBA","BP","4277","MICB","ENSG00000234218"
"GO:0001913","IBA","BP","4277","MICB","ENSG00000227772"
"GO:0001913","IBA","BP","4277","MICB","ENSG00000224378"
"GO:0001913","IBA","BP","4277","MICB","ENSG00000206449"
"GO:0001913","IBA","BP","4277","MICB","ENSG00000231372"
"GO:0001913","IBA","BP","4277","MICB","ENSG00000238289"
"GO:0001913","IBA","BP","4277","MICB","ENSG00000231179"
"GO:0001913","IEA","BP","5551","PRF1","ENSG00000180644"
"GO:0001913","IEA","BP","7264","TSTA3","ENSG00000104522"
"GO:0001913","IEA","BP","7264","TSTA3","ENSG00000278243"
"GO:0001913","IBA","BP","79465","ULBP3","ENSG00000131019"
"GO:0001913","IBA","BP","80328","ULBP2","ENSG00000131015"
"GO:0001913","IBA","BP","80329","ULBP1","ENSG00000111981"
"GO:0001913","IBA","BP","135250","RAET1E","ENSG00000164520"
"GO:0001913","IBA","BP","135250","RAET1E","ENSG00000285991"
"GO:0001913","IBA","BP","154064","RAET1L","ENSG00000155918"
"GO:0001913","IBA","BP","353091","RAET1G","ENSG00000203722"
"GO:0001913","IBA","BP","100507436","MICA","ENSG00000204520"
"GO:0001913","IBA","BP","100507436","MICA","ENSG00000231225"
"GO:0001913","IBA","BP","100507436","MICA","ENSG00000235233"
"GO:0001913","IBA","BP","100507436","MICA","ENSG00000183214"
"GO:0001913","IBA","BP","100507436","MICA","ENSG00000233051"
"GO:0001913","IDA","BP","100507436","MICA","ENSG00000204520"
"GO:0001913","IDA","BP","100507436","MICA","ENSG00000231225"
"GO:0001913","IDA","BP","100507436","MICA","ENSG00000235233"
"GO:0001913","IDA","BP","100507436","MICA","ENSG00000183214"
"GO:0001913","IDA","BP","100507436","MICA","ENSG00000233051"
"GO:0001914","IDA","BP","177","AGER","ENSG00000204305"
"GO:0001914","IDA","BP","177","AGER","ENSG00000237405"
"GO:0001914","IDA","BP","177","AGER","ENSG00000231268"
"GO:0001914","IDA","BP","177","AGER","ENSG00000230514"
"GO:0001914","IDA","BP","177","AGER","ENSG00000229058"
"GO:0001914","IDA","BP","177","AGER","ENSG00000206320"
"GO:0001914","IDA","BP","177","AGER","ENSG00000234729"
"GO:0001914","ISS","BP","11035","RIPK3","ENSG00000129465"
"GO:0001914","ISS","BP","11035","RIPK3","ENSG00000285379"
"GO:0001915","IDA","BP","634","CEACAM1","ENSG00000079385"
"GO:0001915","IDA","BP","3135","HLA-G","ENSG00000204632"
"GO:0001915","IDA","BP","3135","HLA-G","ENSG00000237216"
"GO:0001915","IDA","BP","3135","HLA-G","ENSG00000230413"
"GO:0001915","IDA","BP","3135","HLA-G","ENSG00000233095"
"GO:0001915","IDA","BP","3135","HLA-G","ENSG00000206506"
"GO:0001915","IDA","BP","3135","HLA-G","ENSG00000276051"
"GO:0001915","IDA","BP","3135","HLA-G","ENSG00000235346"
"GO:0001915","IDA","BP","3135","HLA-G","ENSG00000235680"
"GO:0001915","IEA","BP","3575","IL7R","ENSG00000168685"
"GO:0001915","IEA","BP","5532","PPP3CB","ENSG00000107758"
"GO:0001915","ISS","BP","5788","PTPRC","ENSG00000081237"
"GO:0001915","ISS","BP","5788","PTPRC","ENSG00000262418"
"GO:0001915","IDA","BP","10859","LILRB1","ENSG00000104972"
"GO:0001915","IDA","BP","10859","LILRB1","ENSG00000277134"
"GO:0001915","IDA","BP","10859","LILRB1","ENSG00000274669"
"GO:0001915","IDA","BP","10859","LILRB1","ENSG00000277807"
"GO:0001915","IDA","BP","10859","LILRB1","ENSG00000276452"
"GO:0001916","IEA","BP","567","B2M","ENSG00000166710"
"GO:0001916","IEA","BP","567","B2M","ENSG00000273686"
"GO:0001916","IBA","BP","909","CD1A","ENSG00000158477"
"GO:0001916","IBA","BP","910","CD1B","ENSG00000158485"
"GO:0001916","IBA","BP","911","CD1C","ENSG00000158481"
"GO:0001916","IBA","BP","912","CD1D","ENSG00000158473"
"GO:0001916","IBA","BP","913","CD1E","ENSG00000158488"
"GO:0001916","IBA","BP","3105","HLA-A","ENSG00000206503"
"GO:0001916","IBA","BP","3105","HLA-A","ENSG00000227715"
"GO:0001916","IBA","BP","3105","HLA-A","ENSG00000224320"
"GO:0001916","IBA","BP","3105","HLA-A","ENSG00000223980"
"GO:0001916","IBA","BP","3105","HLA-A","ENSG00000229215"
"GO:0001916","IBA","BP","3105","HLA-A","ENSG00000206505"
"GO:0001916","IBA","BP","3105","HLA-A","ENSG00000235657"
"GO:0001916","IBA","BP","3105","HLA-A","ENSG00000231834"
"GO:0001916","IBA","BP","3106","HLA-B","ENSG00000234745"
"GO:0001916","IBA","BP","3106","HLA-B","ENSG00000228964"
"GO:0001916","IBA","BP","3106","HLA-B","ENSG00000224608"
"GO:0001916","IBA","BP","3106","HLA-B","ENSG00000206450"
"GO:0001916","IBA","BP","3106","HLA-B","ENSG00000232126"
"GO:0001916","IBA","BP","3106","HLA-B","ENSG00000223532"
"GO:0001916","IBA","BP","3107","HLA-C","ENSG00000204525"
"GO:0001916","IBA","BP","3107","HLA-C","ENSG00000206435"
"GO:0001916","IBA","BP","3107","HLA-C","ENSG00000228299"
"GO:0001916","IBA","BP","3107","HLA-C","ENSG00000237022"
"GO:0001916","IBA","BP","3107","HLA-C","ENSG00000206452"
"GO:0001916","IBA","BP","3107","HLA-C","ENSG00000225691"
"GO:0001916","IBA","BP","3107","HLA-C","ENSG00000233841"
"GO:0001916","IBA","BP","3133","HLA-E","ENSG00000204592"
"GO:0001916","IBA","BP","3133","HLA-E","ENSG00000206493"
"GO:0001916","IBA","BP","3133","HLA-E","ENSG00000233904"
"GO:0001916","IBA","BP","3133","HLA-E","ENSG00000225201"
"GO:0001916","IBA","BP","3133","HLA-E","ENSG00000230254"
"GO:0001916","IBA","BP","3133","HLA-E","ENSG00000229252"
"GO:0001916","IBA","BP","3133","HLA-E","ENSG00000236632"
"GO:0001916","IDA","BP","3133","HLA-E","ENSG00000204592"
"GO:0001916","IDA","BP","3133","HLA-E","ENSG00000206493"
"GO:0001916","IDA","BP","3133","HLA-E","ENSG00000233904"
"GO:0001916","IDA","BP","3133","HLA-E","ENSG00000225201"
"GO:0001916","IDA","BP","3133","HLA-E","ENSG00000230254"
"GO:0001916","IDA","BP","3133","HLA-E","ENSG00000229252"
"GO:0001916","IDA","BP","3133","HLA-E","ENSG00000236632"
"GO:0001916","IBA","BP","3134","HLA-F","ENSG00000204642"
"GO:0001916","IBA","BP","3134","HLA-F","ENSG00000137403"
"GO:0001916","IBA","BP","3134","HLA-F","ENSG00000229698"
"GO:0001916","IBA","BP","3134","HLA-F","ENSG00000206509"
"GO:0001916","IBA","BP","3134","HLA-F","ENSG00000234487"
"GO:0001916","IBA","BP","3134","HLA-F","ENSG00000237508"
"GO:0001916","IBA","BP","3134","HLA-F","ENSG00000235220"
"GO:0001916","IMP","BP","3134","HLA-F","ENSG00000204642"
"GO:0001916","IMP","BP","3134","HLA-F","ENSG00000137403"
"GO:0001916","IMP","BP","3134","HLA-F","ENSG00000229698"
"GO:0001916","IMP","BP","3134","HLA-F","ENSG00000206509"
"GO:0001916","IMP","BP","3134","HLA-F","ENSG00000234487"
"GO:0001916","IMP","BP","3134","HLA-F","ENSG00000237508"
"GO:0001916","IMP","BP","3134","HLA-F","ENSG00000235220"
"GO:0001916","IBA","BP","3135","HLA-G","ENSG00000204632"
"GO:0001916","IBA","BP","3135","HLA-G","ENSG00000237216"
"GO:0001916","IBA","BP","3135","HLA-G","ENSG00000230413"
"GO:0001916","IBA","BP","3135","HLA-G","ENSG00000233095"
"GO:0001916","IBA","BP","3135","HLA-G","ENSG00000206506"
"GO:0001916","IBA","BP","3135","HLA-G","ENSG00000276051"
"GO:0001916","IBA","BP","3135","HLA-G","ENSG00000235346"
"GO:0001916","IBA","BP","3135","HLA-G","ENSG00000235680"
"GO:0001916","IBA","BP","3136","HLA-H",NA
"GO:0001916","IDA","BP","3592","IL12A","ENSG00000168811"
"GO:0001916","ISS","BP","3593","IL12B","ENSG00000113302"
"GO:0001916","ISS","BP","3594","IL12RB1","ENSG00000096996"
"GO:0001916","IEA","BP","5027","P2RX7","ENSG00000089041"
"GO:0001916","IEA","BP","5788","PTPRC","ENSG00000081237"
"GO:0001916","IEA","BP","5788","PTPRC","ENSG00000262418"
"GO:0001916","IDA","BP","6375","XCL1","ENSG00000143184"
"GO:0001916","IMP","BP","8417","STX7","ENSG00000079950"
"GO:0001916","ISS","BP","8772","FADD","ENSG00000168040"
"GO:0001916","ISS","BP","51561","IL23A","ENSG00000110944"
"GO:0001916","ISS","BP","51571","FAM49B","ENSG00000153310"
"GO:0001916","ISS","BP","149233","IL23R","ENSG00000162594"
"GO:0001969",NA,NA,NA,NA,NA
"GO:0001970","IEA","BP","718","C3","ENSG00000125730"
"GO:0001970","IEA","BP","729","C6","ENSG00000039537"
"GO:0001971","IBA","BP","966","CD59","ENSG00000085063"
"GO:0002204","IBA","BP","4436","MSH2","ENSG00000095002"
"GO:0002205",NA,NA,NA,NA,NA
"GO:0002207",NA,NA,NA,NA,NA
"GO:0002208",NA,NA,NA,NA,NA
"GO:0002218","IDA","BP","2547","XRCC6","ENSG00000196419"
"GO:0002218","IBA","BP","3146","HMGB1","ENSG00000189403"
"GO:0002218","IDA","BP","3146","HMGB1","ENSG00000189403"
"GO:0002218","IBA","BP","3428","IFI16","ENSG00000163565"
"GO:0002218","IDA","BP","3428","IFI16","ENSG00000163565"
"GO:0002218","IBA","BP","4332","MNDA","ENSG00000163563"
"GO:0002218","IDA","BP","4841","NONO","ENSG00000147140"
"GO:0002218","IDA","BP","5591","PRKDC","ENSG00000253729"
"GO:0002218","IDA","BP","6421","SFPQ","ENSG00000116560"
"GO:0002218","IDA","BP","7520","XRCC5","ENSG00000079246"
"GO:0002218","IBA","BP","9447","AIM2","ENSG00000163568"
"GO:0002218","IDA","BP","9447","AIM2","ENSG00000163568"
"GO:0002218","IDA","BP","9782","MATR3","ENSG00000015479"
"GO:0002218","IDA","BP","9782","MATR3","ENSG00000280987"
"GO:0002218","IDA","BP","10084","PQBP1","ENSG00000102103"
"GO:0002218","IBA","BP","10432","RBM14","ENSG00000239306"
"GO:0002218","IDA","BP","10432","RBM14","ENSG00000239306"
"GO:0002218","IDA","BP","10614","HEXIM1","ENSG00000186834"
"GO:0002218","IMP","BP","25942","SIN3A","ENSG00000169375"
"GO:0002218","IDA","BP","29108","PYCARD","ENSG00000103490"
"GO:0002218","IDA","BP","55269","PSPC1","ENSG00000121390"
"GO:0002218","IBA","BP","57506","MAVS","ENSG00000088888"
"GO:0002218","IMP","BP","57506","MAVS","ENSG00000088888"
"GO:0002218","ISS","BP","58484","NLRC4","ENSG00000091106"
"GO:0002218","IDA","BP","85363","TRIM5","ENSG00000132256"
"GO:0002218","IDA","BP","85364","ZCCHC3","ENSG00000247315"
"GO:0002218","IBA","BP","115004","CGAS","ENSG00000164430"
"GO:0002218","IDA","BP","115004","CGAS","ENSG00000164430"
"GO:0002218","IMP","BP","115004","CGAS","ENSG00000164430"
"GO:0002218","IBA","BP","127540","HMGB4","ENSG00000176256"
"GO:0002218","IBA","BP","149628","PYHIN1","ENSG00000163564"
"GO:0002218","IMP","BP","340061","STING1","ENSG00000184584"
"GO:0002218","IMP","BP","340061","STING1","ENSG00000288243"
"GO:0002218","IEA","BP","107181291","PYDC5",NA
"GO:0002220","IDA","BP","11027","LILRA2","ENSG00000239998"
"GO:0002220","IDA","BP","11027","LILRA2","ENSG00000275290"
"GO:0002220","IDA","BP","11027","LILRA2","ENSG00000274000"
"GO:0002220","IDA","BP","11027","LILRA2","ENSG00000278634"
"GO:0002222",NA,NA,NA,NA,NA
"GO:0002223","TAS","BP","1147","CHUK","ENSG00000213341"
"GO:0002223","TAS","BP","1387","CREBBP","ENSG00000005339"
"GO:0002223","TAS","BP","2033","EP300","ENSG00000100393"
"GO:0002223","TAS","BP","2207","FCER1G","ENSG00000158869"
"GO:0002223","TAS","BP","2534","FYN","ENSG00000010810"
"GO:0002223","TAS","BP","3265","HRAS","ENSG00000174775"
"GO:0002223","TAS","BP","3265","HRAS","ENSG00000276536"
"GO:0002223","TAS","BP","3384","ICAM2","ENSG00000108622"
"GO:0002223","TAS","BP","3385","ICAM3","ENSG00000076662"
"GO:0002223","TAS","BP","3551","IKBKB","ENSG00000104365"
"GO:0002223","TAS","BP","3845","KRAS","ENSG00000133703"
"GO:0002223","TAS","BP","4067","LYN","ENSG00000254087"
"GO:0002223","TAS","BP","4582","MUC1","ENSG00000185499"
"GO:0002223","TAS","BP","4583","MUC2","ENSG00000278466"
"GO:0002223","TAS","BP","4583","MUC2","ENSG00000198788"
"GO:0002223","TAS","BP","4583","MUC2","ENSG00000284971"
"GO:0002223","TAS","BP","4584","MUC3A","ENSG00000169894"
"GO:0002223","TAS","BP","4585","MUC4","ENSG00000145113"
"GO:0002223","TAS","BP","4585","MUC4","ENSG00000277585"
"GO:0002223","TAS","BP","4585","MUC4","ENSG00000276613"
"GO:0002223","TAS","BP","4585","MUC4","ENSG00000278468"
"GO:0002223","TAS","BP","4585","MUC4","ENSG00000273822"
"GO:0002223","TAS","BP","4585","MUC4","ENSG00000273984"
"GO:0002223","TAS","BP","4585","MUC4","ENSG00000278303"
"GO:0002223","TAS","BP","4585","MUC4","ENSG00000275164"
"GO:0002223","TAS","BP","4586","MUC5AC","ENSG00000215182"
"GO:0002223","TAS","BP","4586","MUC5AC","ENSG00000283158"
"GO:0002223","TAS","BP","4588","MUC6","ENSG00000184956"
"GO:0002223","TAS","BP","4588","MUC6","ENSG00000277518"
"GO:0002223","TAS","BP","4588","MUC6","ENSG00000277281"
"GO:0002223","TAS","BP","4588","MUC6","ENSG00000283350"
"GO:0002223","TAS","BP","4589","MUC7","ENSG00000171195"
"GO:0002223","TAS","BP","4790","NFKB1","ENSG00000109320"
"GO:0002223","TAS","BP","4893","NRAS","ENSG00000213281"
"GO:0002223","TAS","BP","5058","PAK1","ENSG00000149269"
"GO:0002223","TAS","BP","5062","PAK2","ENSG00000180370"
"GO:0002223","TAS","BP","5063","PAK3","ENSG00000077264"
"GO:0002223","TAS","BP","5170","PDPK1","ENSG00000140992"
"GO:0002223","TAS","BP","5336","PLCG2","ENSG00000197943"
"GO:0002223","TAS","BP","5566","PRKACA","ENSG00000072062"
"GO:0002223","TAS","BP","5566","PRKACA","ENSG00000288516"
"GO:0002223","TAS","BP","5567","PRKACB","ENSG00000142875"
"GO:0002223","TAS","BP","5568","PRKACG","ENSG00000165059"
"GO:0002223","TAS","BP","5580","PRKCD","ENSG00000163932"
"GO:0002223","TAS","BP","5682","PSMA1","ENSG00000129084"
"GO:0002223","TAS","BP","5683","PSMA2","ENSG00000106588"
"GO:0002223","TAS","BP","5684","PSMA3","ENSG00000100567"
"GO:0002223","TAS","BP","5685","PSMA4","ENSG00000041357"
"GO:0002223","TAS","BP","5686","PSMA5","ENSG00000143106"
"GO:0002223","TAS","BP","5687","PSMA6","ENSG00000100902"
"GO:0002223","TAS","BP","5688","PSMA7","ENSG00000101182"
"GO:0002223","TAS","BP","5689","PSMB1","ENSG00000008018"
"GO:0002223","TAS","BP","5689","PSMB1","ENSG00000281184"
"GO:0002223","TAS","BP","5690","PSMB2","ENSG00000126067"
"GO:0002223","TAS","BP","5691","PSMB3","ENSG00000277791"
"GO:0002223","TAS","BP","5691","PSMB3","ENSG00000275903"
"GO:0002223","TAS","BP","5692","PSMB4","ENSG00000159377"
"GO:0002223","TAS","BP","5693","PSMB5","ENSG00000100804"
"GO:0002223","TAS","BP","5694","PSMB6","ENSG00000142507"
"GO:0002223","TAS","BP","5695","PSMB7","ENSG00000136930"
"GO:0002223","TAS","BP","5696","PSMB8","ENSG00000204264"
"GO:0002223","TAS","BP","5696","PSMB8","ENSG00000230669"
"GO:0002223","TAS","BP","5696","PSMB8","ENSG00000235715"
"GO:0002223","TAS","BP","5696","PSMB8","ENSG00000231631"
"GO:0002223","TAS","BP","5696","PSMB8","ENSG00000230034"
"GO:0002223","TAS","BP","5696","PSMB8","ENSG00000226201"
"GO:0002223","TAS","BP","5696","PSMB8","ENSG00000206298"
"GO:0002223","TAS","BP","5696","PSMB8","ENSG00000236443"
"GO:0002223","TAS","BP","5698","PSMB9","ENSG00000240065"
"GO:0002223","TAS","BP","5698","PSMB9","ENSG00000242711"
"GO:0002223","TAS","BP","5698","PSMB9","ENSG00000243067"
"GO:0002223","TAS","BP","5698","PSMB9","ENSG00000243958"
"GO:0002223","TAS","BP","5698","PSMB9","ENSG00000240118"
"GO:0002223","TAS","BP","5698","PSMB9","ENSG00000240508"
"GO:0002223","TAS","BP","5698","PSMB9","ENSG00000243594"
"GO:0002223","TAS","BP","5698","PSMB9","ENSG00000239836"
"GO:0002223","TAS","BP","5699","PSMB10","ENSG00000205220"
"GO:0002223","TAS","BP","5700","PSMC1","ENSG00000100764"
"GO:0002223","TAS","BP","5701","PSMC2","ENSG00000161057"
"GO:0002223","TAS","BP","5702","PSMC3","ENSG00000165916"
"GO:0002223","TAS","BP","5704","PSMC4","ENSG00000013275"
"GO:0002223","TAS","BP","5704","PSMC4","ENSG00000281221"
"GO:0002223","TAS","BP","5705","PSMC5","ENSG00000087191"
"GO:0002223","TAS","BP","5706","PSMC6","ENSG00000100519"
"GO:0002223","TAS","BP","5707","PSMD1","ENSG00000173692"
"GO:0002223","TAS","BP","5708","PSMD2","ENSG00000175166"
"GO:0002223","TAS","BP","5709","PSMD3","ENSG00000108344"
"GO:0002223","TAS","BP","5710","PSMD4","ENSG00000159352"
"GO:0002223","TAS","BP","5711","PSMD5","ENSG00000095261"
"GO:0002223","TAS","BP","5713","PSMD7","ENSG00000103035"
"GO:0002223","TAS","BP","5714","PSMD8","ENSG00000099341"
"GO:0002223","TAS","BP","5715","PSMD9","ENSG00000110801"
"GO:0002223","TAS","BP","5716","PSMD10","ENSG00000101843"
"GO:0002223","TAS","BP","5717","PSMD11","ENSG00000108671"
"GO:0002223","TAS","BP","5718","PSMD12","ENSG00000197170"
"GO:0002223","TAS","BP","5719","PSMD13","ENSG00000185627"
"GO:0002223","TAS","BP","5720","PSME1","ENSG00000092010"
"GO:0002223","TAS","BP","5720","PSME1","ENSG00000284916"
"GO:0002223","TAS","BP","5721","PSME2","ENSG00000100911"
"GO:0002223","TAS","BP","5721","PSME2","ENSG00000284889"
"GO:0002223","TAS","BP","5894","RAF1","ENSG00000132155"
"GO:0002223","TAS","BP","5970","RELA","ENSG00000173039"
"GO:0002223","TAS","BP","5971","RELB","ENSG00000104856"
"GO:0002223","TAS","BP","6500","SKP1","ENSG00000113558"
"GO:0002223","TAS","BP","6714","SRC","ENSG00000197122"
"GO:0002223","TAS","BP","6850","SYK","ENSG00000165025"
"GO:0002223","TAS","BP","6885","MAP3K7","ENSG00000135341"
"GO:0002223","TAS","BP","7189","TRAF6","ENSG00000175104"
"GO:0002223","TAS","BP","8454","CUL1","ENSG00000055130"
"GO:0002223","TAS","BP","8517","IKBKG","ENSG00000269335"
"GO:0002223","TAS","BP","8915","BCL10","ENSG00000142867"
"GO:0002223","TAS","BP","8945","BTRC","ENSG00000166167"
"GO:0002223","TAS","BP","9252","RPS6KA5","ENSG00000100784"
"GO:0002223","TAS","BP","9491","PSMF1","ENSG00000125818"
"GO:0002223","TAS","BP","9861","PSMD6","ENSG00000163636"
"GO:0002223","TAS","BP","10071","MUC12","ENSG00000205277"
"GO:0002223","TAS","BP","10197","PSME3","ENSG00000131467"
"GO:0002223","TAS","BP","10213","PSMD14","ENSG00000115233"
"GO:0002223","TAS","BP","10454","TAB1","ENSG00000100324"
"GO:0002223","TAS","BP","10462","CLEC10A","ENSG00000132514"
"GO:0002223","TAS","BP","10892","MALT1","ENSG00000172175"
"GO:0002223","IEA","BP","22914","KLRK1","ENSG00000213809"
"GO:0002223","TAS","BP","23118","TAB2","ENSG00000055208"
"GO:0002223","TAS","BP","23118","TAB2","ENSG00000228408"
"GO:0002223","TAS","BP","23198","PSME4","ENSG00000068878"
"GO:0002223","TAS","BP","23291","FBXW11","ENSG00000072803"
"GO:0002223","TAS","BP","26253","CLEC4E","ENSG00000166523"
"GO:0002223","TAS","BP","30835","CD209","ENSG00000090659"
"GO:0002223","TAS","BP","50856","CLEC4A","ENSG00000111729"
"GO:0002223","TAS","BP","56667","MUC13","ENSG00000173702"
"GO:0002223","TAS","BP","57876","MUC3B",NA
"GO:0002223","TAS","BP","64170","CARD9","ENSG00000187796"
"GO:0002223","TAS","BP","84433","CARD11","ENSG00000198286"
"GO:0002223","TAS","BP","93978","CLEC6A","ENSG00000205846"
"GO:0002223","TAS","BP","94025","MUC16","ENSG00000181143"
"GO:0002223","TAS","BP","118430","MUCL1","ENSG00000172551"
"GO:0002223","TAS","BP","122706","PSMB11","ENSG00000222028"
"GO:0002223","TAS","BP","140453","MUC17","ENSG00000169876"
"GO:0002223","TAS","BP","143471","PSMA8","ENSG00000154611"
"GO:0002223","TAS","BP","143662","MUC15","ENSG00000169550"
"GO:0002223","TAS","BP","170482","CLEC4C","ENSG00000198178"
"GO:0002223","TAS","BP","200958","MUC20","ENSG00000176945"
"GO:0002223","TAS","BP","200958","MUC20","ENSG00000278114"
"GO:0002223","TAS","BP","200958","MUC20","ENSG00000276583"
"GO:0002223","TAS","BP","200958","MUC20","ENSG00000275430"
"GO:0002223","TAS","BP","200958","MUC20","ENSG00000274843"
"GO:0002223","TAS","BP","200958","MUC20","ENSG00000281630"
"GO:0002223","TAS","BP","200958","MUC20","ENSG00000277753"
"GO:0002223","TAS","BP","200958","MUC20","ENSG00000275501"
"GO:0002223","TAS","BP","257397","TAB3","ENSG00000157625"
"GO:0002223","TAS","BP","283463","MUC19","ENSG00000205592"
"GO:0002223","TAS","BP","338339","CLEC4D","ENSG00000166527"
"GO:0002223","TAS","BP","394263","MUC21","ENSG00000204544"
"GO:0002223","TAS","BP","394263","MUC21","ENSG00000237962"
"GO:0002223","TAS","BP","394263","MUC21","ENSG00000206463"
"GO:0002223","TAS","BP","394263","MUC21","ENSG00000223590"
"GO:0002223","TAS","BP","394263","MUC21","ENSG00000227506"
"GO:0002223","TAS","BP","394263","MUC21","ENSG00000234137"
"GO:0002223","TAS","BP","394263","MUC21","ENSG00000231350"
"GO:0002223","TAS","BP","727897","MUC5B","ENSG00000117983"
"GO:0002223","IEA","BP","100528032","KLRC4-KLRK1","ENSG00000213809"
"GO:0002225",NA,NA,NA,NA,NA
"GO:0002227","IDA","BP","337","APOA4","ENSG00000110244"
"GO:0002227","IDA","BP","820","CAMP","ENSG00000164047"
"GO:0002227","IBA","BP","1667","DEFA1","ENSG00000206047"
"GO:0002227","IBA","BP","1667","DEFA1","ENSG00000284983"
"GO:0002227","IDA","BP","1667","DEFA1","ENSG00000206047"
"GO:0002227","IDA","BP","1667","DEFA1","ENSG00000284983"
"GO:0002227","IBA","BP","1668","DEFA3","ENSG00000239839"
"GO:0002227","IBA","BP","1668","DEFA3","ENSG00000284835"
"GO:0002227","IDA","BP","1668","DEFA3","ENSG00000239839"
"GO:0002227","IDA","BP","1668","DEFA3","ENSG00000284835"
"GO:0002227","IBA","BP","1669","DEFA4","ENSG00000164821"
"GO:0002227","IBA","BP","1669","DEFA4","ENSG00000285318"
"GO:0002227","IBA","BP","1670","DEFA5","ENSG00000164816"
"GO:0002227","IBA","BP","1670","DEFA5","ENSG00000285251"
"GO:0002227","IBA","BP","1671","DEFA6","ENSG00000164822"
"GO:0002227","IBA","BP","1671","DEFA6","ENSG00000285136"
"GO:0002227","IDA","BP","1672","DEFB1","ENSG00000164825"
"GO:0002227","IDA","BP","1672","DEFB1","ENSG00000284881"
"GO:0002227","IDA","BP","4057","LTF","ENSG00000012223"
"GO:0002227","NAS","BP","4843","NOS2","ENSG00000007171"
"GO:0002227","IDA","BP","5319","PLA2G1B","ENSG00000170890"
"GO:0002227","IDA","BP","6037","RNASE3","ENSG00000169397"
"GO:0002227","IDA","BP","6170","RPL39","ENSG00000198918"
"GO:0002227","IDA","BP","8339","H2BC8","ENSG00000273802"
"GO:0002227","IDA","BP","8343","H2BC7","ENSG00000277224"
"GO:0002227","IDA","BP","8344","H2BC6","ENSG00000274290"
"GO:0002227","IDA","BP","8346","H2BC10","ENSG00000278588"
"GO:0002227","IDA","BP","8347","H2BC4","ENSG00000180596"
"GO:0002227","IDA","BP","8349","H2BC21","ENSG00000184678"
"GO:0002227","IDA","BP","8970","H2BC11","ENSG00000124635"
"GO:0002227","IDA","BP","54145","H2BS1","ENSG00000234289"
"GO:0002227","IDA","BP","85236","H2BC12","ENSG00000197903"
"GO:0002227","IDA","BP","92747","BPIFB1","ENSG00000125999"
"GO:0002227","IBA","BP","728358","DEFA1B","ENSG00000240247"
"GO:0002227","IBA","BP","728358","DEFA1B","ENSG00000285176"
"GO:0002227","IDA","BP","728358","DEFA1B","ENSG00000240247"
"GO:0002227","IDA","BP","728358","DEFA1B","ENSG00000285176"
"GO:0002228","IDA","BP","3822","KLRC2","ENSG00000205809"
"GO:0002228","IDA","BP","3824","KLRD1","ENSG00000134539"
"GO:0002233",NA,NA,NA,NA,NA
"GO:0002250","IEA","BP","214","ALCAM","ENSG00000170017"
"GO:0002250","IEA","BP","301","ANXA1","ENSG00000135046"
"GO:0002250","IEA","BP","383","ARG1","ENSG00000118520"
"GO:0002250","IEA","BP","384","ARG2","ENSG00000081181"
"GO:0002250","IEA","BP","608","TNFRSF17","ENSG00000048462"
"GO:0002250","IEA","BP","639","PRDM1","ENSG00000057657"
"GO:0002250","IBA","BP","660","BMX","ENSG00000102010"
"GO:0002250","IBA","BP","695","BTK","ENSG00000010671"
"GO:0002250","TAS","BP","695","BTK","ENSG00000010671"
"GO:0002250","IEA","BP","814","CAMK4","ENSG00000152495"
"GO:0002250","IEA","BP","909","CD1A","ENSG00000158477"
"GO:0002250","IEA","BP","910","CD1B","ENSG00000158485"
"GO:0002250","IEA","BP","911","CD1C","ENSG00000158481"
"GO:0002250","IEA","BP","913","CD1E","ENSG00000158488"
"GO:0002250","IEA","BP","915","CD3D","ENSG00000167286"
"GO:0002250","IEA","BP","916","CD3E","ENSG00000198851"
