"GO","EVIDENCE","ONTOLOGY","ENTREZID","SYMBOL","ENSEMBL"
"GO:0090400","TAS","BP","1026","CDKN1A","ENSG00000124762"
"GO:0090400","IMP","BP","1432","MAPK14","ENSG00000112062"
"GO:0090400","IDA","BP","8550","MAPKAPK5","ENSG00000089022"
"GO:0090400","IMP","BP","23411","SIRT1","ENSG00000096717"
"GO:0090402","IDA","BP","3159","HMGA1","ENSG00000137309"
"GO:0090402","IDA","BP","8091","HMGA2","ENSG00000149948"
"GO:0090403","ISS","BP","406","ARNTL","ENSG00000133794"
"GO:0090403","IMP","BP","7157","TP53","ENSG00000141510"
"GO:0090403","IMP","BP","22925","PLA2R1","ENSG00000153246"
"GO:0090403","IMP","BP","51384","WNT16","ENSG00000002745"
"GO:2000772","ISS","BP","406","ARNTL","ENSG00000133794"
"GO:2000772","IEA","BP","657","BMPR1A","ENSG00000107779"
"GO:2000772","NAS","BP","3622","ING2","ENSG00000168556"
"GO:2000772","IMP","BP","6787","NEK4","ENSG00000114904"
"GO:2000772","IEA","BP","7157","TP53","ENSG00000141510"
"GO:2000772","IDA","BP","9891","NUAK1","ENSG00000074590"
"GO:2000772","IEA","BP","10269","ZMPSTE24","ENSG00000084073"
"GO:2000772","TAS","BP","10783","NEK6","ENSG00000119408"
"GO:2000772","IEA","BP","11179","ZNF277","ENSG00000198839"
"GO:2000772","IMP","BP","22846","VASH1","ENSG00000071246"
"GO:2000772","IDA","BP","26156","RSL1D1","ENSG00000171490"
"GO:2000772","IDA","BP","87178","PNPT1","ENSG00000138035"
"GO:2000773","IEA","BP","25","ABL1","ENSG00000097007"
"GO:2000773","IEA","BP","604","BCL6","ENSG00000113916"
"GO:2000773","IDA","BP","1021","CDK6","ENSG00000105810"
"GO:2000773","IMP","BP","4215","MAP3K3","ENSG00000198909"
"GO:2000773","IEA","BP","5591","PRKDC","ENSG00000253729"
"GO:2000773","IMP","BP","5933","RBL1","ENSG00000080839"
"GO:2000773","IMP","BP","7012","TERC","ENSG00000277925"
"GO:2000773","IMP","BP","7014","TERF2","ENSG00000132604"
"GO:2000773","IDA","BP","7015","TERT","ENSG00000164362"
"GO:2000773","IMP","BP","7015","TERT","ENSG00000164362"
"GO:2000773","IMP","BP","7291","TWIST1","ENSG00000122691"
"GO:2000773","ISS","BP","8091","HMGA2","ENSG00000149948"
"GO:2000773","IMP","BP","10000","AKT3","ENSG00000117020"
"GO:2000773","IMP","BP","10000","AKT3","ENSG00000275199"
"GO:2000773","IEA","BP","10135","NAMPT","ENSG00000105835"
"GO:2000773","IEA","BP","10769","PLK2","ENSG00000145632"
"GO:2000773","IDA","BP","23411","SIRT1","ENSG00000096717"
"GO:2000773","IMP","BP","23411","SIRT1","ENSG00000096717"
"GO:2000773","IMP","BP","26271","FBXO5","ENSG00000112029"
"GO:2000773","IDA","BP","55532","SLC30A10","ENSG00000196660"
"GO:2000773","IMP","BP","80317","ZKSCAN3","ENSG00000189298"
"GO:2000773","IEA","BP","83596","BCL2L12","ENSG00000126453"
"GO:2000773","ISS","BP","406952","MIR17","ENSG00000284536"
"GO:2000773","IDA","BP","693175","MIR590","ENSG00000207741"
"GO:2000773","IDA","BP","100126335","MIR543","ENSG00000212040"
"GO:2000774","IDA","BP","384","ARG2","ENSG00000081181"
"GO:2000774","IDA","BP","567","B2M","ENSG00000166710"
"GO:2000774","IDA","BP","567","B2M","ENSG00000273686"
"GO:2000774","IMP","BP","1029","CDKN2A","ENSG00000147889"
"GO:2000774","IDA","BP","3135","HLA-G","ENSG00000204632"
"GO:2000774","IDA","BP","3135","HLA-G","ENSG00000237216"
"GO:2000774","IDA","BP","3135","HLA-G","ENSG00000230413"
"GO:2000774","IDA","BP","3135","HLA-G","ENSG00000233095"
"GO:2000774","IDA","BP","3135","HLA-G","ENSG00000206506"
"GO:2000774","IDA","BP","3135","HLA-G","ENSG00000276051"
"GO:2000774","IDA","BP","3135","HLA-G","ENSG00000235346"
"GO:2000774","IDA","BP","3135","HLA-G","ENSG00000235680"
"GO:2000774","IMP","BP","3159","HMGA1","ENSG00000137309"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000189013"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000278606"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000277076"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000275732"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000278430"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000275848"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000278201"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000277750"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000278271"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000275456"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000273498"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000275237"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000274232"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000274193"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000276779"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000278074"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000274945"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000277964"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000276044"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000277362"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000277355"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000274189"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000273575"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000277540"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000277850"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000274955"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000275699"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000275317"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000276979"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000274609"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000283961"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000284365"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000284509"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000284457"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000283869"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000283986"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000284460"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000284562"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000284206"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000284340"
"GO:2000774","IDA","BP","3805","KIR2DL4","ENSG00000284013"
"GO:2000774","IEA","BP","3845","KRAS","ENSG00000133703"
"GO:2000774","IEA","BP","5074","PAWR","ENSG00000177425"
"GO:2000774","IMP","BP","8091","HMGA2","ENSG00000149948"
"GO:2000774","IDA","BP","9521","EEF1E1","ENSG00000124802"
"GO:2000774","IDA","BP","23411","SIRT1","ENSG00000096717"
"GO:2000774","IDA","BP","83719","YPEL3","ENSG00000090238"
"GO:2000774","ISS","BP","115004","CGAS","ENSG00000164430"
"GO:2000774","ISS","BP","406902","MIR10A","ENSG00000284038"
"GO:2000774","ISS","BP","406938","MIR146A","ENSG00000283733"
"GO:2000774","IDA","BP","406964","MIR188","ENSG00000207768"
"GO:2000774","IMP","BP","406999","MIR217","ENSG00000207548"
"GO:2000774","IDA","BP","407004","MIR22","ENSG00000283824"
"GO:2000774","IDA","BP","407040","MIR34A","ENSG00000284357"
"GO:2000774","IMP","BP","574032","MIR20B","ENSG00000284043"
"GO:0006458","TAS","BP","2280","FKBP1A","ENSG00000088832"
"GO:0006458","TAS","BP","2281","FKBP1B","ENSG00000119782"
"GO:0006458","IBA","BP","3329","HSPD1","ENSG00000144381"
"GO:0006458","ISS","BP","3329","HSPD1","ENSG00000144381"
"GO:0007023","IEA","BP","6902","TBCA","ENSG00000171530"
"GO:0007023","IDA","BP","6903","TBCC","ENSG00000124659"
"GO:0007023","IDA","BP","6904","TBCD","ENSG00000141556"
"GO:0007023","IDA","BP","6904","TBCD","ENSG00000278759"
"GO:0007023","IBA","BP","6905","TBCE","ENSG00000284770"
"GO:0007023","IBA","BP","6905","TBCE","ENSG00000285053"
"GO:0007023","IBA","BP","6905","TBCE","ENSG00000282984"
"GO:0007023","IDA","BP","6905","TBCE","ENSG00000284770"
"GO:0007023","IDA","BP","6905","TBCE","ENSG00000285053"
"GO:0007023","IDA","BP","6905","TBCE","ENSG00000282984"
"GO:0007023","IBA","BP","219899","TBCEL","ENSG00000154114"
"GO:0022417","TAS","BP","811","CALR","ENSG00000179218"
"GO:0022417","TAS","BP","2280","FKBP1A","ENSG00000088832"
"GO:0022417","TAS","BP","2281","FKBP1B","ENSG00000119782"
"GO:0022417","IC","BP","7466","WFS1","ENSG00000109501"
"GO:0022417","IDA","BP","9049","AIP","ENSG00000110711"
"GO:0022417","IEA","BP","10549","PRDX4","ENSG00000123131"
"GO:0022417","IEA","BP","30001","ERO1A","ENSG00000197930"
"GO:0022417","IEA","BP","56605","ERO1B","ENSG00000086619"
"GO:0022417","IBA","BP","131474","CHCHD4","ENSG00000163528"
"GO:0022417","IMP","BP","131474","CHCHD4","ENSG00000163528"
"GO:0034975","TAS","BP","811","CALR","ENSG00000179218"
"GO:0034975","TAS","BP","821","CANX","ENSG00000127022"
"GO:0034975","TAS","BP","821","CANX","ENSG00000283777"
"GO:0034975","TAS","BP","2923","PDIA3","ENSG00000167004"
"GO:0034975","TAS","BP","3309","HSPA5","ENSG00000044574"
"GO:0034975","IBA","BP","5611","DNAJC3","ENSG00000102580"
"GO:0034975","TAS","BP","7184","HSP90B1","ENSG00000166598"
"GO:0034975","IBA","BP","9694","EMC2","ENSG00000104412"
"GO:0034975","IBA","BP","23065","EMC1","ENSG00000127463"
"GO:0034975","IBA","BP","30001","ERO1A","ENSG00000197930"
"GO:0034975","IBA","BP","51234","EMC4","ENSG00000128463"
"GO:0034975","IBA","BP","51430","SUCO","ENSG00000094975"
"GO:0034975","IDA","BP","54431","DNAJC10","ENSG00000077232"
"GO:0034975","IBA","BP","55831","EMC3","ENSG00000125037"
"GO:0034975","IBA","BP","56605","ERO1B","ENSG00000086619"
"GO:0034975","TAS","BP","64714","PDIA2","ENSG00000185615"
"GO:0034975","IBA","BP","83460","EMC6","ENSG00000127774"
"GO:0042026","IEA","BP","567","B2M","ENSG00000166710"
"GO:0042026","IEA","BP","567","B2M","ENSG00000273686"
"GO:0042026","TAS","BP","2280","FKBP1A","ENSG00000088832"
"GO:0042026","TAS","BP","2281","FKBP1B","ENSG00000119782"
"GO:0042026","IBA","BP","3300","DNAJB2","ENSG00000135924"
"GO:0042026","IDA","BP","3300","DNAJB2","ENSG00000135924"
"GO:0042026","IBA","BP","3303","HSPA1A","ENSG00000204389"
"GO:0042026","IBA","BP","3303","HSPA1A","ENSG00000234475"
"GO:0042026","IBA","BP","3303","HSPA1A","ENSG00000235941"
"GO:0042026","IBA","BP","3303","HSPA1A","ENSG00000237724"
"GO:0042026","IBA","BP","3303","HSPA1A","ENSG00000215328"
"GO:0042026","IDA","BP","3303","HSPA1A","ENSG00000204389"
"GO:0042026","IDA","BP","3303","HSPA1A","ENSG00000234475"
"GO:0042026","IDA","BP","3303","HSPA1A","ENSG00000235941"
"GO:0042026","IDA","BP","3303","HSPA1A","ENSG00000237724"
"GO:0042026","IDA","BP","3303","HSPA1A","ENSG00000215328"
"GO:0042026","IMP","BP","3303","HSPA1A","ENSG00000204389"
"GO:0042026","IMP","BP","3303","HSPA1A","ENSG00000234475"
"GO:0042026","IMP","BP","3303","HSPA1A","ENSG00000235941"
"GO:0042026","IMP","BP","3303","HSPA1A","ENSG00000237724"
"GO:0042026","IMP","BP","3303","HSPA1A","ENSG00000215328"
"GO:0042026","IBA","BP","3304","HSPA1B","ENSG00000204388"
"GO:0042026","IBA","BP","3304","HSPA1B","ENSG00000231555"
"GO:0042026","IBA","BP","3304","HSPA1B","ENSG00000232804"
"GO:0042026","IBA","BP","3304","HSPA1B","ENSG00000224501"
"GO:0042026","IBA","BP","3304","HSPA1B","ENSG00000212866"
"GO:0042026","IDA","BP","3304","HSPA1B","ENSG00000204388"
"GO:0042026","IDA","BP","3304","HSPA1B","ENSG00000231555"
"GO:0042026","IDA","BP","3304","HSPA1B","ENSG00000232804"
"GO:0042026","IDA","BP","3304","HSPA1B","ENSG00000224501"
"GO:0042026","IDA","BP","3304","HSPA1B","ENSG00000212866"
"GO:0042026","IMP","BP","3304","HSPA1B","ENSG00000204388"
"GO:0042026","IMP","BP","3304","HSPA1B","ENSG00000231555"
"GO:0042026","IMP","BP","3304","HSPA1B","ENSG00000232804"
"GO:0042026","IMP","BP","3304","HSPA1B","ENSG00000224501"
"GO:0042026","IMP","BP","3304","HSPA1B","ENSG00000212866"
"GO:0042026","IBA","BP","3305","HSPA1L","ENSG00000204390"
"GO:0042026","IBA","BP","3305","HSPA1L","ENSG00000234258"
"GO:0042026","IBA","BP","3305","HSPA1L","ENSG00000226704"
"GO:0042026","IBA","BP","3305","HSPA1L","ENSG00000236251"
"GO:0042026","IBA","BP","3305","HSPA1L","ENSG00000206383"
"GO:0042026","IDA","BP","3305","HSPA1L","ENSG00000204390"
"GO:0042026","IDA","BP","3305","HSPA1L","ENSG00000234258"
"GO:0042026","IDA","BP","3305","HSPA1L","ENSG00000226704"
"GO:0042026","IDA","BP","3305","HSPA1L","ENSG00000236251"
"GO:0042026","IDA","BP","3305","HSPA1L","ENSG00000206383"
"GO:0042026","IBA","BP","3306","HSPA2","ENSG00000126803"
"GO:0042026","IDA","BP","3306","HSPA2","ENSG00000126803"
"GO:0042026","IBA","BP","3309","HSPA5","ENSG00000044574"
"GO:0042026","IBA","BP","3310","HSPA6","ENSG00000173110"
"GO:0042026","IDA","BP","3310","HSPA6","ENSG00000173110"
"GO:0042026","IBA","BP","3311","HSPA7",NA
"GO:0042026","IBA","BP","3312","HSPA8","ENSG00000109971"
"GO:0042026","IDA","BP","3312","HSPA8","ENSG00000109971"
"GO:0042026","IBA","BP","3313","HSPA9","ENSG00000113013"
"GO:0042026","TAS","BP","3320","HSP90AA1","ENSG00000080824"
"GO:0042026","IDA","BP","3329","HSPD1","ENSG00000144381"
"GO:0042026","IBA","BP","4820","NKTR","ENSG00000114857"
"GO:0042026","IBA","BP","5478","PPIA","ENSG00000196262"
"GO:0042026","IBA","BP","5479","PPIB","ENSG00000166794"
"GO:0042026","IBA","BP","5480","PPIC","ENSG00000168938"
"GO:0042026","IBA","BP","5481","PPID","ENSG00000171497"
"GO:0042026","IBA","BP","6782","HSPA13","ENSG00000155304"
"GO:0042026","IBA","BP","9360","PPIG","ENSG00000138398"
"GO:0042026","IBA","BP","10105","PPIF","ENSG00000108179"
"GO:0042026","IDA","BP","10294","DNAJA2","ENSG00000069345"
"GO:0042026","IBA","BP","10450","PPIE","ENSG00000084072"
"GO:0042026","IBA","BP","10465","PPIH","ENSG00000171960"
"GO:0042026","IBA","BP","51182","HSPA14","ENSG00000187522"
"GO:0042026","IBA","BP","51182","HSPA14","ENSG00000284024"
"GO:0042026","IDA","BP","55466","DNAJA4","ENSG00000140403"
"GO:0042026","IBA","BP","285755","PPIL6","ENSG00000185250"
"GO:0042026","IBA","BP","644591","PPIAL4G","ENSG00000236334"
"GO:0042026","IBA","BP","645142","PPIAL4D","ENSG00000256374"
"GO:0042026","IBA","BP","653505","PPIAL4A","ENSG00000263353"
"GO:0042026","IBA","BP","653598","PPIAL4C","ENSG00000263464"
"GO:0042026","IBA","BP","728945","PPIAL4F","ENSG00000279782"
"GO:0042026","IBA","BP","728945","PPIAL4F","ENSG00000275974"
"GO:0042026","IBA","BP","730262","PPIAL4E","ENSG00000271567"
"GO:0042026","IBA","BP","105371242","PPIAL4H","ENSG00000270339"
"GO:0051083","TAS","BP","27000","DNAJC2","ENSG00000105821"
"GO:0051083","TAS","BP","51182","HSPA14","ENSG00000187522"
"GO:0051083","TAS","BP","51182","HSPA14","ENSG00000284024"
"GO:0051084","ISS","BP","957","ENTPD5","ENSG00000187097"
"GO:0051084","TAS","BP","9403","SELENOF","ENSG00000183291"
"GO:0051084","TAS","BP","56886","UGGT1","ENSG00000136731"
"GO:0051084","IMP","BP","131474","CHCHD4","ENSG00000163528"
"GO:0051085","IDA","BP","573","BAG1","ENSG00000107262"
"GO:0051085","IEA","BP","972","CD74","ENSG00000019582"
"GO:0051085","IEA","BP","1861","TOR1A","ENSG00000136827"
"GO:0051085","TAS","BP","2580","GAK","ENSG00000178950"
"GO:0051085","IBA","BP","3303","HSPA1A","ENSG00000204389"
"GO:0051085","IBA","BP","3303","HSPA1A","ENSG00000234475"
"GO:0051085","IBA","BP","3303","HSPA1A","ENSG00000235941"
"GO:0051085","IBA","BP","3303","HSPA1A","ENSG00000237724"
"GO:0051085","IBA","BP","3303","HSPA1A","ENSG00000215328"
"GO:0051085","IBA","BP","3304","HSPA1B","ENSG00000204388"
"GO:0051085","IBA","BP","3304","HSPA1B","ENSG00000231555"
"GO:0051085","IBA","BP","3304","HSPA1B","ENSG00000232804"
"GO:0051085","IBA","BP","3304","HSPA1B","ENSG00000224501"
"GO:0051085","IBA","BP","3304","HSPA1B","ENSG00000212866"
"GO:0051085","IBA","BP","3305","HSPA1L","ENSG00000204390"
"GO:0051085","IBA","BP","3305","HSPA1L","ENSG00000234258"
"GO:0051085","IBA","BP","3305","HSPA1L","ENSG00000226704"
"GO:0051085","IBA","BP","3305","HSPA1L","ENSG00000236251"
"GO:0051085","IBA","BP","3305","HSPA1L","ENSG00000206383"
"GO:0051085","IBA","BP","3306","HSPA2","ENSG00000126803"
"GO:0051085","IBA","BP","3309","HSPA5","ENSG00000044574"
"GO:0051085","IBA","BP","3310","HSPA6","ENSG00000173110"
"GO:0051085","IBA","BP","3311","HSPA7",NA
"GO:0051085","IBA","BP","3312","HSPA8","ENSG00000109971"
"GO:0051085","IBA","BP","3313","HSPA9","ENSG00000113013"
"GO:0051085","IBA","BP","3336","HSPE1","ENSG00000115541"
"GO:0051085","IBA","BP","3337","DNAJB1","ENSG00000132002"
"GO:0051085","IDA","BP","3337","DNAJB1","ENSG00000132002"
"GO:0051085","IBA","BP","6767","ST13","ENSG00000100380"
"GO:0051085","IBA","BP","6782","HSPA13","ENSG00000155304"
"GO:0051085","IDA","BP","7266","DNAJC7","ENSG00000168259"
"GO:0051085","IDA","BP","10728","PTGES3","ENSG00000110958"
"GO:0051085","IEA","BP","10808","HSPH1","ENSG00000120694"
"GO:0051085","IBA","BP","11080","DNAJB4","ENSG00000162616"
"GO:0051085","IBA","BP","25822","DNAJB5","ENSG00000137094"
"GO:0051085","IEA","BP","27348","TOR1B","ENSG00000136816"
"GO:0051085","IEA","BP","27433","TOR2A","ENSG00000160404"
"GO:0051085","IDA","BP","30001","ERO1A","ENSG00000197930"
"GO:0051085","IBA","BP","51182","HSPA14","ENSG00000187522"
"GO:0051085","IBA","BP","51182","HSPA14","ENSG00000284024"
"GO:0051085","IBA","BP","54788","DNAJB12","ENSG00000148719"
"GO:0051085","IDA","BP","54788","DNAJB12","ENSG00000148719"
"GO:0051085","IBA","BP","79982","DNAJB14","ENSG00000164031"
"GO:0051085","IDA","BP","79982","DNAJB14","ENSG00000164031"
"GO:0051085","IBA","BP","144106","ST13P5",NA
"GO:0051085","IBA","BP","145165","ST13P4",NA
"GO:0051085","IBA","BP","202052","DNAJC18","ENSG00000170464"
"GO:0051085","IBA","BP","202052","DNAJC18","ENSG00000288275"
"GO:0051085","IBA","BP","374407","DNAJB13","ENSG00000187726"
"GO:0051086","IMP","BP","10576","CCT2","ENSG00000166226"
"GO:0060904","TAS","BP","3309","HSPA5","ENSG00000044574"
"GO:0061077","IDA","BP","1191","CLU","ENSG00000120885"
"GO:0061077","TAS","BP","1457","CSNK2A1","ENSG00000101266"
"GO:0061077","IMP","BP","1676","DFFA","ENSG00000160049"
"GO:0061077","IDA","BP","1861","TOR1A","ENSG00000136827"
"GO:0061077","IBA","BP","2280","FKBP1A","ENSG00000088832"
"GO:0061077","IBA","BP","2281","FKBP1B","ENSG00000119782"
"GO:0061077","IBA","BP","2288","FKBP4","ENSG00000004478"
"GO:0061077","IDA","BP","2288","FKBP4","ENSG00000004478"
"GO:0061077","IBA","BP","2289","FKBP5","ENSG00000096060"
"GO:0061077","IDA","BP","2289","FKBP5","ENSG00000096060"
"GO:0061077","IBA","BP","3300","DNAJB2","ENSG00000135924"
"GO:0061077","IMP","BP","3300","DNAJB2","ENSG00000135924"
"GO:0061077","IMP","BP","3315","HSPB1","ENSG00000106211"
"GO:0061077","IDA","BP","5479","PPIB","ENSG00000166794"
"GO:0061077","IDA","BP","5481","PPID","ENSG00000171497"
"GO:0061077","IDA","BP","5824","PEX19","ENSG00000162735"
"GO:0061077","IEA","BP","6449","SGTA","ENSG00000104969"
"GO:0061077","ISS","BP","9601","PDIA4","ENSG00000155660"
"GO:0061077","TAS","BP","10131","TRAP1","ENSG00000126602"
"GO:0061077","ISS","BP","10491","CRTAP","ENSG00000170275"
"GO:0061077","ISS","BP","26973","CHORDC1","ENSG00000110172"
"GO:0061077","ISS","BP","26973","CHORDC1","ENSG00000285023"
"GO:0061077","IBA","BP","55898","UNC45A","ENSG00000140553"
"GO:0061077","ISS","BP","64175","P3H1","ENSG00000117385"
"GO:0061077","IEA","BP","80331","DNAJC5","ENSG00000101152"
"GO:0061077","TAS","BP","120526","DNAJC24","ENSG00000170946"
"GO:0061077","IDA","BP","126393","HSPB6","ENSG00000004776"
"GO:0061077","IBA","BP","146862","UNC45B","ENSG00000141161"
"GO:0061077","IDA","BP","165721","DNAJB8","ENSG00000179407"
"GO:0061083",NA,NA,NA,NA,NA
"GO:0061084","IEA","BP","5082","PDCL","ENSG00000136940"
"GO:0061084","TAS","BP","6625","SNRNP70","ENSG00000104852"
"GO:0061084","IEA","BP","6767","ST13","ENSG00000100380"
"GO:0061084","ISS","BP","9529","BAG5","ENSG00000166170"
"GO:0061992",NA,NA,NA,NA,NA
"GO:1903332",NA,NA,NA,NA,NA
"GO:1903333",NA,NA,NA,NA,NA
"GO:1903334","ISS","BP","2896","GRN","ENSG00000030582"
"GO:1903644","IDA","BP","3300","DNAJB2","ENSG00000135924"
"GO:1903645","IMP","BP","9141","PDCD5","ENSG00000105185"
"GO:1903646","IBA","BP","6449","SGTA","ENSG00000104969"
"GO:1903646","IBA","BP","54557","SGTB","ENSG00000197860"
"GO:1904592",NA,NA,NA,NA,NA
"GO:1990507",NA,NA,NA,NA,NA
"GO:0002077","NAS","BP","49","ACR","ENSG00000100312"
"GO:0002077","NAS","BP","49","ACR","ENSG00000283539"
"GO:0002084","IBA","BP","5538","PPT1","ENSG00000131238"
"GO:0002084","IDA","BP","5538","PPT1","ENSG00000131238"
"GO:0002084","ISS","BP","5538","PPT1","ENSG00000131238"
"GO:0002084","IBA","BP","10434","LYPLA1","ENSG00000120992"
"GO:0002084","IBA","BP","11313","LYPLA2","ENSG00000011009"
"GO:0002084","IDA","BP","11313","LYPLA2","ENSG00000011009"
"GO:0002084","IEA","BP","26090","ABHD12","ENSG00000100997"
"GO:0002084","IEA","BP","51104","ABHD17B","ENSG00000107362"
"GO:0002084","IEA","BP","58489","ABHD17C","ENSG00000136379"
"GO:0002084","IEA","BP","81926","ABHD17A","ENSG00000129968"
"GO:0002084","IEA","BP","84945","ABHD13","ENSG00000139826"
"GO:0002084","IBA","BP","127018","LYPLAL1","ENSG00000143353"
"GO:0002203",NA,NA,NA,NA,NA
"GO:0002496",NA,NA,NA,NA,NA
"GO:0002497",NA,NA,NA,NA,NA
"GO:0002498",NA,NA,NA,NA,NA
"GO:0002499",NA,NA,NA,NA,NA
"GO:0002500",NA,NA,NA,NA,NA
"GO:0002628",NA,NA,NA,NA,NA
"GO:0002629",NA,NA,NA,NA,NA
"GO:0002630",NA,NA,NA,NA,NA
"GO:0006058",NA,NA,NA,NA,NA
"GO:0006511","IBA","BP","267","AMFR","ENSG00000159461"
"GO:0006511","IMP","BP","267","AMFR","ENSG00000159461"
"GO:0006511","IMP","BP","408","ARRB1","ENSG00000137486"
"GO:0006511","TAS","BP","701","BUB1B","ENSG00000156970"
"GO:0006511","IMP","BP","867","CBL","ENSG00000110395"
"GO:0006511","TAS","BP","991","CDC20","ENSG00000117399"
"GO:0006511","TAS","BP","996","CDC27","ENSG00000004897"
"GO:0006511","IBA","BP","997","CDC34","ENSG00000099804"
"GO:0006511","IEA","BP","1540","CYLD","ENSG00000083799"
"GO:0006511","IDA","BP","1642","DDB1","ENSG00000167986"
"GO:0006511","IMP","BP","1642","DDB1","ENSG00000167986"
"GO:0006511","TAS","BP","3093","UBE2K","ENSG00000078140"
"GO:0006511","TAS","BP","4085","MAD2L1","ENSG00000164109"
"GO:0006511","IDA","BP","4193","MDM2","ENSG00000135679"
"GO:0006511","IGI","BP","4193","MDM2","ENSG00000135679"
"GO:0006511","IMP","BP","4193","MDM2","ENSG00000135679"
"GO:0006511","ISS","BP","4287","ATXN3","ENSG00000066427"
"GO:0006511","IBA","BP","4734","NEDD4","ENSG00000069869"
"GO:0006511","IDA","BP","4734","NEDD4","ENSG00000069869"
"GO:0006511","IMP","BP","4734","NEDD4","ENSG00000069869"
"GO:0006511","TAS","BP","4738","NEDD8","ENSG00000129559"
"GO:0006511","TAS","BP","4738","NEDD8","ENSG00000285246"
"GO:0006511","IDA","BP","4850","CNOT4","ENSG00000080802"
"GO:0006511","IBA","BP","5071","PRKN","ENSG00000185345"
"GO:0006511","IC","BP","5071","PRKN","ENSG00000185345"
"GO:0006511","IDA","BP","5071","PRKN","ENSG00000185345"
"GO:0006511","NAS","BP","5071","PRKN","ENSG00000185345"
"GO:0006511","TAS","BP","5071","PRKN","ENSG00000185345"
"GO:0006511","TAS","BP","5347","PLK1","ENSG00000166851"
"GO:0006511","IDA","BP","5701","PSMC2","ENSG00000161057"
"GO:0006511","IC","BP","5706","PSMC6","ENSG00000100519"
"GO:0006511","IBA","BP","5709","PSMD3","ENSG00000108344"
"GO:0006511","NAS","BP","5715","PSMD9","ENSG00000110801"
"GO:0006511","IBA","BP","5717","PSMD11","ENSG00000108671"
"GO:0006511","IMP","BP","5717","PSMD11","ENSG00000108671"
"GO:0006511","IBA","BP","5719","PSMD13","ENSG00000185627"
"GO:0006511","IDA","BP","5930","RBBP6","ENSG00000122257"
"GO:0006511","IMP","BP","5930","RBBP6","ENSG00000122257"
"GO:0006511","IBA","BP","6048","RNF5","ENSG00000204308"
"GO:0006511","IBA","BP","6048","RNF5","ENSG00000227277"
"GO:0006511","IBA","BP","6048","RNF5","ENSG00000223767"
"GO:0006511","IBA","BP","6048","RNF5","ENSG00000225452"
"GO:0006511","IBA","BP","6048","RNF5","ENSG00000228907"
"GO:0006511","IBA","BP","6048","RNF5","ENSG00000183574"
"GO:0006511","IBA","BP","6048","RNF5","ENSG00000228405"
"GO:0006511","ISS","BP","6049","RNF6","ENSG00000127870"
"GO:0006511","NAS","BP","6468","FBXW4","ENSG00000107829"
"GO:0006511","IBA","BP","6477","SIAH1","ENSG00000196470"
"GO:0006511","IDA","BP","6477","SIAH1","ENSG00000196470"
"GO:0006511","ISS","BP","6477","SIAH1","ENSG00000196470"
"GO:0006511","IBA","BP","6478","SIAH2","ENSG00000181788"
